time,sourceId,referenceTime,dew_point_temperature
1400803200,sn99840:0,2014-05-23 00:00:00+00:00,-6.7
1400806800,sn99840:0,2014-05-23 01:00:00+00:00,-6.7
1400810400,sn99840:0,2014-05-23 02:00:00+00:00,-6.3
1400814000,sn99840:0,2014-05-23 03:00:00+00:00,-6.3
1400817600,sn99840:0,2014-05-23 04:00:00+00:00,-6.7
1400821200,sn99840:0,2014-05-23 05:00:00+00:00,-6.4
1400824800,sn99840:0,2014-05-23 06:00:00+00:00,-7.1
1400828400,sn99840:0,2014-05-23 07:00:00+00:00,-5.0
1400832000,sn99840:0,2014-05-23 08:00:00+00:00,-4.4
1400835600,sn99840:0,2014-05-23 09:00:00+00:00,-4.7
1400839200,sn99840:0,2014-05-23 10:00:00+00:00,-3.8
1400842800,sn99840:0,2014-05-23 11:00:00+00:00,-5.0
1400846400,sn99840:0,2014-05-23 12:00:00+00:00,-3.8
1400850000,sn99840:0,2014-05-23 13:00:00+00:00,-4.7
1400853600,sn99840:0,2014-05-23 14:00:00+00:00,-5.0
1400857200,sn99840:0,2014-05-23 15:00:00+00:00,-5.0
1400860800,sn99840:0,2014-05-23 16:00:00+00:00,-3.8
1400864400,sn99840:0,2014-05-23 17:00:00+00:00,-3.6
1400868000,sn99840:0,2014-05-23 18:00:00+00:00,-3.0
1400871600,sn99840:0,2014-05-23 19:00:00+00:00,-3.6
1400875200,sn99840:0,2014-05-23 20:00:00+00:00,-3.6
1400878800,sn99840:0,2014-05-23 21:00:00+00:00,-3.6
1400882400,sn99840:0,2014-05-23 22:00:00+00:00,-3.6
1400886000,sn99840:0,2014-05-23 23:00:00+00:00,-3.8
1400889600,sn99840:0,2014-05-24 00:00:00+00:00,-3.0
1400893200,sn99840:0,2014-05-24 01:00:00+00:00,-2.7
1400896800,sn99840:0,2014-05-24 02:00:00+00:00,-3.0
1400900400,sn99840:0,2014-05-24 03:00:00+00:00,-3.3
1400904000,sn99840:0,2014-05-24 04:00:00+00:00,-3.6
1400907600,sn99840:0,2014-05-24 05:00:00+00:00,-3.6
1400911200,sn99840:0,2014-05-24 06:00:00+00:00,-3.6
1400914800,sn99840:0,2014-05-24 07:00:00+00:00,-3.6
1400918400,sn99840:0,2014-05-24 08:00:00+00:00,-3.8
1400922000,sn99840:0,2014-05-24 09:00:00+00:00,-3.8
1400925600,sn99840:0,2014-05-24 10:00:00+00:00,-3.8
1400929200,sn99840:0,2014-05-24 11:00:00+00:00,-3.8
1400932800,sn99840:0,2014-05-24 12:00:00+00:00,-3.8
1400936400,sn99840:0,2014-05-24 13:00:00+00:00,-4.1
1400940000,sn99840:0,2014-05-24 14:00:00+00:00,-3.8
1400943600,sn99840:0,2014-05-24 15:00:00+00:00,-4.7
1400947200,sn99840:0,2014-05-24 16:00:00+00:00,-5.4
1400950800,sn99840:0,2014-05-24 17:00:00+00:00,-4.7
1400954400,sn99840:0,2014-05-24 18:00:00+00:00,-5.0
1400958000,sn99840:0,2014-05-24 19:00:00+00:00,-4.7
1400961600,sn99840:0,2014-05-24 20:00:00+00:00,-4.4
1400965200,sn99840:0,2014-05-24 21:00:00+00:00,-5.0
1400968800,sn99840:0,2014-05-24 22:00:00+00:00,-5.4
1400972400,sn99840:0,2014-05-24 23:00:00+00:00,-5.3
1400976000,sn99840:0,2014-05-25 00:00:00+00:00,-5.4
1400979600,sn99840:0,2014-05-25 01:00:00+00:00,-5.7
1400983200,sn99840:0,2014-05-25 02:00:00+00:00,-5.3
1400986800,sn99840:0,2014-05-25 03:00:00+00:00,-4.4
1400990400,sn99840:0,2014-05-25 04:00:00+00:00,-4.7
1400994000,sn99840:0,2014-05-25 05:00:00+00:00,-5.0
1400997600,sn99840:0,2014-05-25 06:00:00+00:00,-4.1
1401001200,sn99840:0,2014-05-25 07:00:00+00:00,-4.4
1401004800,sn99840:0,2014-05-25 08:00:00+00:00,-3.3
1401008400,sn99840:0,2014-05-25 09:00:00+00:00,-3.8
1401012000,sn99840:0,2014-05-25 10:00:00+00:00,-3.3
1401015600,sn99840:0,2014-05-25 11:00:00+00:00,-2.7
1401019200,sn99840:0,2014-05-25 12:00:00+00:00,-3.0
1401022800,sn99840:0,2014-05-25 13:00:00+00:00,-2.5
1401026400,sn99840:0,2014-05-25 14:00:00+00:00,-3.0
1401030000,sn99840:0,2014-05-25 15:00:00+00:00,-3.6
1401033600,sn99840:0,2014-05-25 16:00:00+00:00,-3.3
1401037200,sn99840:0,2014-05-25 17:00:00+00:00,-3.8
1401040800,sn99840:0,2014-05-25 18:00:00+00:00,-4.1
1401044400,sn99840:0,2014-05-25 19:00:00+00:00,-3.8
1401048000,sn99840:0,2014-05-25 20:00:00+00:00,-4.4
1401051600,sn99840:0,2014-05-25 21:00:00+00:00,-5.4
1401055200,sn99840:0,2014-05-25 22:00:00+00:00,-4.7
1401058800,sn99840:0,2014-05-25 23:00:00+00:00,-4.4
1401062400,sn99840:0,2014-05-26 00:00:00+00:00,-4.4
1401066000,sn99840:0,2014-05-26 01:00:00+00:00,-3.8
1401069600,sn99840:0,2014-05-26 02:00:00+00:00,-4.1
1401073200,sn99840:0,2014-05-26 03:00:00+00:00,-4.1
1401076800,sn99840:0,2014-05-26 04:00:00+00:00,-3.8
1401080400,sn99840:0,2014-05-26 05:00:00+00:00,-4.7
1401084000,sn99840:0,2014-05-26 06:00:00+00:00,-4.1
1401087600,sn99840:0,2014-05-26 07:00:00+00:00,-3.8
1401091200,sn99840:0,2014-05-26 08:00:00+00:00,-4.7
1401094800,sn99840:0,2014-05-26 09:00:00+00:00,-3.0
1401098400,sn99840:0,2014-05-26 10:00:00+00:00,-3.3
1401102000,sn99840:0,2014-05-26 11:00:00+00:00,-2.7
1401105600,sn99840:0,2014-05-26 12:00:00+00:00,-3.0
1401109200,sn99840:0,2014-05-26 13:00:00+00:00,-1.7
1401112800,sn99840:0,2014-05-26 14:00:00+00:00,-3.0
1401116400,sn99840:0,2014-05-26 15:00:00+00:00,-2.7
1401120000,sn99840:0,2014-05-26 16:00:00+00:00,-1.4
1401123600,sn99840:0,2014-05-26 17:00:00+00:00,-2.5
1401127200,sn99840:0,2014-05-26 18:00:00+00:00,-2.2
1401130800,sn99840:0,2014-05-26 19:00:00+00:00,-2.5
1401134400,sn99840:0,2014-05-26 20:00:00+00:00,-1.9
1401138000,sn99840:0,2014-05-26 21:00:00+00:00,-1.9
1401141600,sn99840:0,2014-05-26 22:00:00+00:00,-2.2
1401145200,sn99840:0,2014-05-26 23:00:00+00:00,-2.5
1401148800,sn99840:0,2014-05-27 00:00:00+00:00,-1.9
1401152400,sn99840:0,2014-05-27 01:00:00+00:00,-1.9
1401156000,sn99840:0,2014-05-27 02:00:00+00:00,-1.9
1401159600,sn99840:0,2014-05-27 03:00:00+00:00,-2.5
1401163200,sn99840:0,2014-05-27 04:00:00+00:00,-2.7
1401166800,sn99840:0,2014-05-27 05:00:00+00:00,-2.2
1401170400,sn99840:0,2014-05-27 06:00:00+00:00,-2.7
1401174000,sn99840:0,2014-05-27 07:00:00+00:00,-3.0
1401177600,sn99840:0,2014-05-27 08:00:00+00:00,-2.2
1401181200,sn99840:0,2014-05-27 09:00:00+00:00,-1.9
1401184800,sn99840:0,2014-05-27 10:00:00+00:00,0.0
1401188400,sn99840:0,2014-05-27 11:00:00+00:00,-1.2
1401192000,sn99840:0,2014-05-27 12:00:00+00:00,-1.4
1401195600,sn99840:0,2014-05-27 13:00:00+00:00,-1.4
1401199200,sn99840:0,2014-05-27 14:00:00+00:00,-1.4
1401202800,sn99840:0,2014-05-27 15:00:00+00:00,-1.7
1401206400,sn99840:0,2014-05-27 16:00:00+00:00,-1.2
1401210000,sn99840:0,2014-05-27 17:00:00+00:00,-1.9
1401213600,sn99840:0,2014-05-27 18:00:00+00:00,-1.2
1401217200,sn99840:0,2014-05-27 19:00:00+00:00,-1.7
1401220800,sn99840:0,2014-05-27 20:00:00+00:00,-0.7
1401224400,sn99840:0,2014-05-27 21:00:00+00:00,-0.7
1401228000,sn99840:0,2014-05-27 22:00:00+00:00,-0.9
1401231600,sn99840:0,2014-05-27 23:00:00+00:00,-0.9
1401235200,sn99840:0,2014-05-28 00:00:00+00:00,-1.4
1401238800,sn99840:0,2014-05-28 01:00:00+00:00,-1.2
1401242400,sn99840:0,2014-05-28 02:00:00+00:00,-1.4
1401246000,sn99840:0,2014-05-28 03:00:00+00:00,-1.7
1401249600,sn99840:0,2014-05-28 04:00:00+00:00,-2.2
1401253200,sn99840:0,2014-05-28 05:00:00+00:00,-2.5
1401256800,sn99840:0,2014-05-28 06:00:00+00:00,-1.9
1401260400,sn99840:0,2014-05-28 07:00:00+00:00,-2.2
1401264000,sn99840:0,2014-05-28 08:00:00+00:00,-2.2
1401267600,sn99840:0,2014-05-28 09:00:00+00:00,-1.9
1401271200,sn99840:0,2014-05-28 10:00:00+00:00,-0.5
1401274800,sn99840:0,2014-05-28 11:00:00+00:00,-1.9
1401278400,sn99840:0,2014-05-28 12:00:00+00:00,-1.2
1401282000,sn99840:0,2014-05-28 13:00:00+00:00,-1.2
1401285600,sn99840:0,2014-05-28 14:00:00+00:00,-1.7
1401289200,sn99840:0,2014-05-28 15:00:00+00:00,-1.2
1401292800,sn99840:0,2014-05-28 16:00:00+00:00,-1.2
1401296400,sn99840:0,2014-05-28 17:00:00+00:00,-0.7
1401300000,sn99840:0,2014-05-28 18:00:00+00:00,0.0
1401303600,sn99840:0,2014-05-28 19:00:00+00:00,-0.2
1401307200,sn99840:0,2014-05-28 20:00:00+00:00,-0.5
1401310800,sn99840:0,2014-05-28 21:00:00+00:00,-0.2
1401314400,sn99840:0,2014-05-28 22:00:00+00:00,-0.2
1401318000,sn99840:0,2014-05-28 23:00:00+00:00,0.0
1401321600,sn99840:0,2014-05-29 00:00:00+00:00,0.0
1401325200,sn99840:0,2014-05-29 01:00:00+00:00,0.2
1401328800,sn99840:0,2014-05-29 02:00:00+00:00,1.3
1401332400,sn99840:0,2014-05-29 03:00:00+00:00,0.0
1401336000,sn99840:0,2014-05-29 04:00:00+00:00,0.0
1401339600,sn99840:0,2014-05-29 05:00:00+00:00,-1.2
1401343200,sn99840:0,2014-05-29 06:00:00+00:00,-0.9
1401346800,sn99840:0,2014-05-29 07:00:00+00:00,-0.9
1401350400,sn99840:0,2014-05-29 08:00:00+00:00,-0.9
1401354000,sn99840:0,2014-05-29 09:00:00+00:00,0.2
1401357600,sn99840:0,2014-05-29 10:00:00+00:00,-1.2
1401361200,sn99840:0,2014-05-29 11:00:00+00:00,-1.4
1401364800,sn99840:0,2014-05-29 12:00:00+00:00,-1.2
1401368400,sn99840:0,2014-05-29 13:00:00+00:00,1.1
1401372000,sn99840:0,2014-05-29 14:00:00+00:00,0.4
1401375600,sn99840:0,2014-05-29 15:00:00+00:00,-0.5
1401379200,sn99840:0,2014-05-29 16:00:00+00:00,0.2
1401382800,sn99840:0,2014-05-29 17:00:00+00:00,-0.2
1401386400,sn99840:0,2014-05-29 18:00:00+00:00,-0.9
1401390000,sn99840:0,2014-05-29 19:00:00+00:00,-0.7
1401393600,sn99840:0,2014-05-29 20:00:00+00:00,-0.5
1401397200,sn99840:0,2014-05-29 21:00:00+00:00,0.2
1401400800,sn99840:0,2014-05-29 22:00:00+00:00,0.6
1401404400,sn99840:0,2014-05-29 23:00:00+00:00,0.2
1401408000,sn99840:0,2014-05-30 00:00:00+00:00,0.2
1401411600,sn99840:0,2014-05-30 01:00:00+00:00,0.4
1401415200,sn99840:0,2014-05-30 02:00:00+00:00,0.0
1401418800,sn99840:0,2014-05-30 03:00:00+00:00,0.2
1401422400,sn99840:0,2014-05-30 04:00:00+00:00,0.9
1401426000,sn99840:0,2014-05-30 05:00:00+00:00,1.1
1401429600,sn99840:0,2014-05-30 06:00:00+00:00,0.9
1401433200,sn99840:0,2014-05-30 07:00:00+00:00,1.5
1401436800,sn99840:0,2014-05-30 08:00:00+00:00,1.3
1401440400,sn99840:0,2014-05-30 09:00:00+00:00,1.1
1401444000,sn99840:0,2014-05-30 10:00:00+00:00,1.1
1401447600,sn99840:0,2014-05-30 11:00:00+00:00,1.3
1401451200,sn99840:0,2014-05-30 12:00:00+00:00,1.5
1401454800,sn99840:0,2014-05-30 13:00:00+00:00,1.1
1401458400,sn99840:0,2014-05-30 14:00:00+00:00,1.1
1401462000,sn99840:0,2014-05-30 15:00:00+00:00,1.5
1401465600,sn99840:0,2014-05-30 16:00:00+00:00,1.5
1401469200,sn99840:0,2014-05-30 17:00:00+00:00,1.9
1401472800,sn99840:0,2014-05-30 18:00:00+00:00,1.7
1401476400,sn99840:0,2014-05-30 19:00:00+00:00,1.3
1401480000,sn99840:0,2014-05-30 20:00:00+00:00,1.3
1401483600,sn99840:0,2014-05-30 21:00:00+00:00,1.7
1401487200,sn99840:0,2014-05-30 22:00:00+00:00,1.7
1401490800,sn99840:0,2014-05-30 23:00:00+00:00,1.5
1401494400,sn99840:0,2014-05-31 00:00:00+00:00,0.9
1401498000,sn99840:0,2014-05-31 01:00:00+00:00,0.9
1401501600,sn99840:0,2014-05-31 02:00:00+00:00,0.0
1401505200,sn99840:0,2014-05-31 03:00:00+00:00,-3.0
1401508800,sn99840:0,2014-05-31 04:00:00+00:00,-3.0
1401512400,sn99840:0,2014-05-31 05:00:00+00:00,-2.7
1401516000,sn99840:0,2014-05-31 06:00:00+00:00,-3.0
1401519600,sn99840:0,2014-05-31 07:00:00+00:00,-2.7
1401523200,sn99840:0,2014-05-31 08:00:00+00:00,-2.5
1401526800,sn99840:0,2014-05-31 09:00:00+00:00,-1.9
1401530400,sn99840:0,2014-05-31 10:00:00+00:00,-1.4
1401534000,sn99840:0,2014-05-31 11:00:00+00:00,-1.7
1401537600,sn99840:0,2014-05-31 12:00:00+00:00,-1.9
1401541200,sn99840:0,2014-05-31 13:00:00+00:00,-2.2
1401544800,sn99840:0,2014-05-31 14:00:00+00:00,-2.5
1401548400,sn99840:0,2014-05-31 15:00:00+00:00,-2.7
1401552000,sn99840:0,2014-05-31 16:00:00+00:00,-2.7
1401555600,sn99840:0,2014-05-31 17:00:00+00:00,-2.7
1401559200,sn99840:0,2014-05-31 18:00:00+00:00,-3.0
1401562800,sn99840:0,2014-05-31 19:00:00+00:00,-2.7
1401566400,sn99840:0,2014-05-31 20:00:00+00:00,-2.5
1401570000,sn99840:0,2014-05-31 21:00:00+00:00,-1.9
1401573600,sn99840:0,2014-05-31 22:00:00+00:00,-1.4
1401577200,sn99840:0,2014-05-31 23:00:00+00:00,-1.4
1401580800,sn99840:0,2014-06-01 00:00:00+00:00,-1.9
1401584400,sn99840:0,2014-06-01 01:00:00+00:00,-1.7
1401588000,sn99840:0,2014-06-01 02:00:00+00:00,-1.2
1401591600,sn99840:0,2014-06-01 03:00:00+00:00,-1.7
1401595200,sn99840:0,2014-06-01 04:00:00+00:00,-1.4
1401598800,sn99840:0,2014-06-01 05:00:00+00:00,-1.7
1401602400,sn99840:0,2014-06-01 06:00:00+00:00,-1.7
1401606000,sn99840:0,2014-06-01 07:00:00+00:00,-1.9
1401609600,sn99840:0,2014-06-01 08:00:00+00:00,-1.4
1401613200,sn99840:0,2014-06-01 09:00:00+00:00,-1.7
1401616800,sn99840:0,2014-06-01 10:00:00+00:00,-1.7
1401620400,sn99840:0,2014-06-01 11:00:00+00:00,-1.7
1401624000,sn99840:0,2014-06-01 12:00:00+00:00,-2.7
1401627600,sn99840:0,2014-06-01 13:00:00+00:00,-2.2
1401631200,sn99840:0,2014-06-01 14:00:00+00:00,-3.0
1401634800,sn99840:0,2014-06-01 15:00:00+00:00,-3.0
1401638400,sn99840:0,2014-06-01 16:00:00+00:00,-3.3
1401642000,sn99840:0,2014-06-01 17:00:00+00:00,-3.0
1401645600,sn99840:0,2014-06-01 18:00:00+00:00,-3.3
1401649200,sn99840:0,2014-06-01 19:00:00+00:00,-3.0
1401652800,sn99840:0,2014-06-01 20:00:00+00:00,-3.8
1401656400,sn99840:0,2014-06-01 21:00:00+00:00,-3.8
1401660000,sn99840:0,2014-06-01 22:00:00+00:00,-4.1
1401663600,sn99840:0,2014-06-01 23:00:00+00:00,-4.1
1401667200,sn99840:0,2014-06-02 00:00:00+00:00,-3.6
1401670800,sn99840:0,2014-06-02 01:00:00+00:00,-5.7
1401674400,sn99840:0,2014-06-02 02:00:00+00:00,-5.4
1401678000,sn99840:0,2014-06-02 03:00:00+00:00,-3.8
1401681600,sn99840:0,2014-06-02 04:00:00+00:00,-4.1
1401685200,sn99840:0,2014-06-02 05:00:00+00:00,-4.7
1401688800,sn99840:0,2014-06-02 06:00:00+00:00,-4.1
1401692400,sn99840:0,2014-06-02 07:00:00+00:00,-5.0
1401696000,sn99840:0,2014-06-02 08:00:00+00:00,-4.7
1401699600,sn99840:0,2014-06-02 09:00:00+00:00,-4.7
1401703200,sn99840:0,2014-06-02 10:00:00+00:00,-4.7
1401706800,sn99840:0,2014-06-02 11:00:00+00:00,-4.1
1401710400,sn99840:0,2014-06-02 12:00:00+00:00,-3.6
1401714000,sn99840:0,2014-06-02 13:00:00+00:00,-3.3
1401717600,sn99840:0,2014-06-02 14:00:00+00:00,-2.7
1401721200,sn99840:0,2014-06-02 15:00:00+00:00,-3.3
1401724800,sn99840:0,2014-06-02 16:00:00+00:00,-3.6
1401728400,sn99840:0,2014-06-02 17:00:00+00:00,-3.0
1401732000,sn99840:0,2014-06-02 18:00:00+00:00,-3.6
1401735600,sn99840:0,2014-06-02 19:00:00+00:00,-3.6
1401739200,sn99840:0,2014-06-02 20:00:00+00:00,-2.7
1401742800,sn99840:0,2014-06-02 21:00:00+00:00,-2.5
1401746400,sn99840:0,2014-06-02 22:00:00+00:00,-2.7
1401750000,sn99840:0,2014-06-02 23:00:00+00:00,-2.7
1401753600,sn99840:0,2014-06-03 00:00:00+00:00,-2.5
1401757200,sn99840:0,2014-06-03 01:00:00+00:00,-2.7
1401760800,sn99840:0,2014-06-03 02:00:00+00:00,-3.3
1401764400,sn99840:0,2014-06-03 03:00:00+00:00,-4.1
1401768000,sn99840:0,2014-06-03 04:00:00+00:00,-4.4
1401771600,sn99840:0,2014-06-03 05:00:00+00:00,-5.0
1401775200,sn99840:0,2014-06-03 06:00:00+00:00,-4.4
1401778800,sn99840:0,2014-06-03 07:00:00+00:00,-3.8
1401782400,sn99840:0,2014-06-03 08:00:00+00:00,-4.4
1401786000,sn99840:0,2014-06-03 09:00:00+00:00,-4.1
1401789600,sn99840:0,2014-06-03 10:00:00+00:00,-4.4
1401793200,sn99840:0,2014-06-03 11:00:00+00:00,-5.0
1401796800,sn99840:0,2014-06-03 12:00:00+00:00,-4.7
1401800400,sn99840:0,2014-06-03 13:00:00+00:00,-4.7
1401804000,sn99840:0,2014-06-03 14:00:00+00:00,-4.4
1401807600,sn99840:0,2014-06-03 15:00:00+00:00,-4.7
1401811200,sn99840:0,2014-06-03 16:00:00+00:00,-4.7
1401814800,sn99840:0,2014-06-03 17:00:00+00:00,-4.4
1401818400,sn99840:0,2014-06-03 18:00:00+00:00,-4.7
1401822000,sn99840:0,2014-06-03 19:00:00+00:00,-4.7
1401825600,sn99840:0,2014-06-03 20:00:00+00:00,-4.1
1401829200,sn99840:0,2014-06-03 21:00:00+00:00,-4.4
1401832800,sn99840:0,2014-06-03 22:00:00+00:00,-4.1
1401836400,sn99840:0,2014-06-03 23:00:00+00:00,-3.6
1401840000,sn99840:0,2014-06-04 00:00:00+00:00,-3.8
1401843600,sn99840:0,2014-06-04 01:00:00+00:00,-3.3
1401847200,sn99840:0,2014-06-04 02:00:00+00:00,-3.8
1401850800,sn99840:0,2014-06-04 03:00:00+00:00,-3.6
1401854400,sn99840:0,2014-06-04 04:00:00+00:00,-3.6
1401858000,sn99840:0,2014-06-04 05:00:00+00:00,-3.3
1401861600,sn99840:0,2014-06-04 06:00:00+00:00,-3.3
1401865200,sn99840:0,2014-06-04 07:00:00+00:00,-2.5
1401868800,sn99840:0,2014-06-04 08:00:00+00:00,-2.7
1401872400,sn99840:0,2014-06-04 09:00:00+00:00,-2.2
1401876000,sn99840:0,2014-06-04 10:00:00+00:00,-3.3
1401879600,sn99840:0,2014-06-04 11:00:00+00:00,-3.3
1401883200,sn99840:0,2014-06-04 12:00:00+00:00,-3.3
1401886800,sn99840:0,2014-06-04 13:00:00+00:00,-2.2
1401890400,sn99840:0,2014-06-04 14:00:00+00:00,-1.7
1401894000,sn99840:0,2014-06-04 15:00:00+00:00,-2.5
1401897600,sn99840:0,2014-06-04 16:00:00+00:00,-2.2
1401901200,sn99840:0,2014-06-04 17:00:00+00:00,-2.2
1401904800,sn99840:0,2014-06-04 18:00:00+00:00,-1.7
1401908400,sn99840:0,2014-06-04 19:00:00+00:00,-2.2
1401912000,sn99840:0,2014-06-04 20:00:00+00:00,-3.3
1401915600,sn99840:0,2014-06-04 21:00:00+00:00,-2.7
1401919200,sn99840:0,2014-06-04 22:00:00+00:00,-2.5
1401922800,sn99840:0,2014-06-04 23:00:00+00:00,-2.5
1401926400,sn99840:0,2014-06-05 00:00:00+00:00,-2.5
1401930000,sn99840:0,2014-06-05 01:00:00+00:00,-2.7
1401933600,sn99840:0,2014-06-05 02:00:00+00:00,-2.5
1401937200,sn99840:0,2014-06-05 03:00:00+00:00,-2.5
1401940800,sn99840:0,2014-06-05 04:00:00+00:00,-2.7
1401944400,sn99840:0,2014-06-05 05:00:00+00:00,-2.5
1401948000,sn99840:0,2014-06-05 06:00:00+00:00,-2.5
1401951600,sn99840:0,2014-06-05 07:00:00+00:00,-1.9
1401955200,sn99840:0,2014-06-05 08:00:00+00:00,-1.4
1401958800,sn99840:0,2014-06-05 09:00:00+00:00,-1.9
1401962400,sn99840:0,2014-06-05 10:00:00+00:00,0.0
1401966000,sn99840:0,2014-06-05 11:00:00+00:00,-0.5
1401969600,sn99840:0,2014-06-05 12:00:00+00:00,-0.7
1401973200,sn99840:0,2014-06-05 13:00:00+00:00,0.0
1401976800,sn99840:0,2014-06-05 14:00:00+00:00,0.0
1401980400,sn99840:0,2014-06-05 15:00:00+00:00,0.0
1401984000,sn99840:0,2014-06-05 16:00:00+00:00,-0.2
1401987600,sn99840:0,2014-06-05 17:00:00+00:00,0.0
1401991200,sn99840:0,2014-06-05 18:00:00+00:00,0.6
1401994800,sn99840:0,2014-06-05 19:00:00+00:00,1.5
1401998400,sn99840:0,2014-06-05 20:00:00+00:00,1.3
1402002000,sn99840:0,2014-06-05 21:00:00+00:00,1.3
1402005600,sn99840:0,2014-06-05 22:00:00+00:00,-0.2
1402009200,sn99840:0,2014-06-05 23:00:00+00:00,0.4
